id,video_path,sha256,duration_seconds,fps,frame_count,text_valid_bins,audio_valid_bins,vision_valid_bins,text_backend,audio_backend,vision_backend
-t217m2on-s$_$2,D:\E_math\DATA\attachment_1_raw_samples\videos\-t217m2on-s\2.mp4,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,5.69,30.0,171.0,28.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-t217m2on-s$_$7,D:\E_math\DATA\attachment_1_raw_samples\videos\-t217m2on-s\7.mp4,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,17.18,30.0,515.0,40.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-tANM6ETl_M$_$3,D:\E_math\DATA\attachment_1_raw_samples\videos\-tANM6ETl_M\3.mp4,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,6.76,30.0,203.0,42.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-tPCytz4rww$_$10,D:\E_math\DATA\attachment_1_raw_samples\videos\-tPCytz4rww\10.mp4,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,4.79,30.0,144.0,33.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-tPCytz4rww$_$11,D:\E_math\DATA\attachment_1_raw_samples\videos\-tPCytz4rww\11.mp4,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,5.47,30.0,164.0,42.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-tPCytz4rww$_$12,D:\E_math\DATA\attachment_1_raw_samples\videos\-tPCytz4rww\12.mp4,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,11.86,30.0,356.0,37.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-tPCytz4rww$_$16,D:\E_math\DATA\attachment_1_raw_samples\videos\-tPCytz4rww\16.mp4,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,7.21,30.0,216.0,31.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-tPCytz4rww$_$18,D:\E_math\DATA\attachment_1_raw_samples\videos\-tPCytz4rww\18.mp4,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,6.64,30.0,199.0,34.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-uywlfIYOS8$_$4,D:\E_math\DATA\attachment_1_raw_samples\videos\-uywlfIYOS8\4.mp4,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,6.04,30.0,181.0,41.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-vxjVxOeScU$_$4,D:\E_math\DATA\attachment_1_raw_samples\videos\-vxjVxOeScU\4.mp4,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719,9.13,30.0,274.0,38.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wMB_hJL-3o$_$7,D:\E_math\DATA\attachment_1_raw_samples\videos\-wMB_hJL-3o\7.mp4,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7,6.04,30.0,181.0,38.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$0,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\0.mp4,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,3.33,30.0,100.0,35.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$1,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\1.mp4,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,6.84,30.0,205.0,42.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$2,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\2.mp4,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,6.69,30.0,201.0,40.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$3,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\3.mp4,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,6.15,30.0,184.0,41.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$5,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\5.mp4,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,6.91,30.0,207.0,42.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$7,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\7.mp4,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,8.07,30.0,242.0,49.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-wny0OAz3g8$_$9,D:\E_math\DATA\attachment_1_raw_samples\videos\-wny0OAz3g8\9.mp4,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,6.21,30.0,186.0,47.0,49.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-yRb-Jum7EQ$_$1,D:\E_math\DATA\attachment_1_raw_samples\videos\-yRb-Jum7EQ\1.mp4,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,29.29,30.0,879.0,44.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-yRb-Jum7EQ$_$5,D:\E_math\DATA\attachment_1_raw_samples\videos\-yRb-Jum7EQ\5.mp4,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,13.17,30.0,395.0,41.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
-yRb-Jum7EQ$_$6,D:\E_math\DATA\attachment_1_raw_samples\videos\-yRb-Jum7EQ\6.mp4,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,11.24,30.0,337.0,36.0,50.0,50.0,transformers:D:\E_math\models\bert-base-uncased,ffmpeg_numpy_74,ffmpeg_numpy_35
